,	O
drizzle	PROC
melted	O
butter	O
over	O
popped	O
popcorn	O
,	O
then	O
add	PROC
remaining	O
ingredients	O
.	O
 
toss	PROC
to	O
combine	O
.	O
 
enjoy	O
!	O
 
melt	PROC
the	O
butter	O
over	O
low	O
heat	O
in	O
a	O
saucepan	O
.	O
 
add	PROC
leeks	O
and	O
saute	PROC
until	O
translucent	O
,	O
stirring	PROC
occasionally	O
.	O
 
add	PROC
remaining	O
ingredients	O
and	O
simmer	PROC
,	O
covered	PROC
,	O
until	O
potatoes	O
are	O
done	O
.	O
 
using	O
a	O
potato	O
masher	O
,	O
mash	PROC
the	O
potatoes	O
directly	O
in	O
the	O
broth	O
.	O
 
leave	O
it	O
chunky	PROC
,	O
this	O
soup	O
is	O
not	O
supposed	O
to	O
be	O
smooth	PROC
.	O
 
enjoy	O
!	O
 
in	O
a	O
large	O
bowl	O
combine	PROC
persimmon	O
puree	O
,	O
sugar	O
,	O
egg	O
and	O
butter	O
and	O
beat	O
until	O
smooth	O
(	O
an	O
electric	O
mixer	O
really	O
helps	O
!	O
 
)	O
.	O
 
sift	PROC
flour	O
,	O
cinnamon	O
and	O
baking	O
soda	O
together	O
and	O
stir	PROC
into	O
persimmon	O
mixture	O
along	O
with	O
the	O
milk	O
and	O
raisins	O
alternately	O
.	O
 
turn	PROC
batter	O
into	O
a	O
well	O
buttered	O
1	O
quart	O
steamed	O
pudding	O
mold	O
and	O
cover	PROC
tightly	O
with	O
a	O
lid	O
or	O
heavy	O
foil	O
secured	O
with	O
kitchen	O
string	O
.	O
 
place	PROC
mold	O
on	O
a	O
rack	O
in	O
a	O
kettle	O
with	O
a	O
tight	O
fitting	O
lid	O
.	O
 
pour	PROC
boiling	O
water	O
into	O
kettle	O
to	O
reach	O
2/3	O
of	O
the	O
way	O
up	O
the	O
sides	O
of	O
the	O
mold	O
and	O
steam	PROC
pudding	O
covered	O
for	O
2	O
hours	O
over	O
medium	PROC
heat	PROC
.	O
 
remove	PROC
pudding	O
to	O
a	O
rack	O
and	O
cool	PROC
uncovered	O
for	O
15	O
minutes	O
.	O
 
invert	PROC
onto	O
a	O
serving	O
plate	O
and	O
serve	PROC
with	O
vanilla	O
sauce	O
.	O
 
vanilla	O
sauce	O
:	O
.	O
 
in	O
a	O
small	O
saucepan	O
combine	PROC
sugar	O
,	O
cornstarch	O
,	O
nutmeg	O
and	O
salt	O
.	O
 
add	PROC
water	O
in	O
a	O
stream	O
whisking	O
constantly	O
and	O
then	O
simmer	PROC
sauce	O
over	O
low	O
heat	O
until	O
thickened	PROC
or	O
just	O
starts	O
to	O
come	O
to	O
a	O
boil	O
(	O
about	O
3	O
minutes	O
)	O
.	O
 
off	O
heat	O
,	O
whisk	PROC
in	O
butter	O
,	O
vanilla	O
and	O
zest	O
.	O
 
transfer	PROC
to	O
a	O
serving	O
bowl	O
and	O
serve	PROC
with	O
warm	O
steamed	O
pudding	O
.	O
 
makes	O
2	O
cups	O
.	O
 
combine	PROC
graham	O
cracker	O
crumbs	O
,	O
brown	O
sugar	O
,	O
and	O
cinnamon	O
in	O
a	O
bowl	O
 
stir	PROC
in	O
melted	O
butter	O
.	O
 
set	PROC
aside	PROC
1/2	O
cup	O
of	O
graham	O
cracker	O
mixture	O
 
press	PROC
remaining	O
mixture	O
into	O
a	O
9x13-inch	O
dish	O
.	O
 
chill	PROC
crust	O
until	O
firm	PROC
,	O
about	O
30	O
minutes	O
.	O
 
beat	PROC
cream	O
cheese	O
,	O
confectioners	O
'	O
sugar	O
,	O
and	PROC
1	O
teaspoon	O
vanilla	O
extract	O
together	O
in	O
a	O
bowl	O
until	O
soft	PROC
and	PROC
fluffy	PROC
.	O
 
spread	PROC
cream	O
cheese	O
mixture	O
over	O
graham	O
cracker	O
crust	O
and	O
chill	PROC
until	O
firm	PROC
,	O
about	O
30	O
more	O
minutes	O
.	O
 
whisk	PROC
raspberry	O
gelatin	O
and	O
boiling	PROC
water	O
together	O
in	O
a	O
separate	O
large	O
bowl	O
until	O
gelatin	O
has	O
dissolved	PROC
 
stir	PROC
in	O
lemon	O
juice	O
.	O
 
gently	PROC
fold	PROC
frozen	O
raspberries	O
into	O
warm	O
gelatin	O
 
cold	O
raspberries	O
will	O
cause	O
gelatin	O
to	O
begin	O
to	O
set	O
.	O
 
spread	PROC
raspberry	O
mixture	O
over	O
cream	O
cheese	O
layer	O
in	O
pan	O
.	O
 
spread	PROC
whipped	O
topping	O
over	O
raspberries	O
and	O
sprinkle	PROC
dessert	O
with	O
reserved	O
crumb	O
topping	O
.	O
 
chill	PROC
at	O
least	O
2	O
more	O
hours	O
.	O
 
preheat	PROC
oven	O
to	O
350	O
degrees	O
.	O
 
in	O
large	O
mixing	O
bowl	O
,	O
cream	PROC
the	O
shortening	O
,	O
brown	O
sugar	O
,	O
egg	O
and	O
vanilla	O
extract	O
.	O
 
stir	PROC
in	O
the	O
applesauce	O
.	O
 
sift	PROC
together	O
the	O
flour	O
,	O
baking	O
soda	O
,	O
salt	O
,	O
cinnamon	O
,	O
cloves	O
,	O
cardamom	O
and	O
black	O
pepper	O
.	O
 
stir	PROC
into	O
the	O
wet	O
ingredients	O
.	O
 
mix	PROC
in	O
the	O
raisins	O
and	O
nuts	O
.	O
 
drop	PROC
by	O
tablespoonful	O
onto	O
parchment	O
lined	O
or	O
greased	O
cookie	O
sheet	O
.	O
 
bake	PROC
10	O
minutes	O
,	O
turning	O
the	O
cookie	O
sheet	O
halfway	O
through	O
the	O
baking	O
.	O
 
remove	PROC
from	O
oven	O
and	O
transfer	PROC
cookies	O
to	O
wire	O
rack	O
to	O
cool	PROC
.	O
 
yield	PROC
is	O
estimated	O
.	O
 
preheat	PROC
oven	O
to	O
350	O
.	O
 
line	PROC
baking	O
sheets	O
with	O
parchment	O
paper	O
 
combine	PROC
flour	O
and	O
salt	O
in	O
a	O
bowl	O
,	O
set	O
aside	O
 
in	O
another	O
bowl	O
beat	PROC
butter	O
and	PROC
sugar	O
until	O
light	PROC
and	PROC
fluffy	PROC
,	O
add	PROC
vanilla	O
and	PROC
almond	O
extract	O
and	PROC
beat	PROC
in	O
 
add	PROC
flour	O
and	O
salt	O
mixture	O
and	O
stir	PROC
until	O
b	O
l	O
emded	O
 
cover	PROC
and	O
refigerate	O
until	O
dough	O
is	O
firm	PROC
,	O
at	O
least	O
2	O
hours	O
.	O
 
then	O
roll	PROC
into	O
1	O
inch	O
balls	O
,	O
place	PROC
on	O
prepared	O
pans	O
 
make	O
a	O
indentation	PROC
with	O
a	O
wooden	O
spoon	O
handle	O
or	O
a	O
thumb	O
,	O
if	O
it	O
cracks	O
just	O
smooth	PROC
it	O
over	O
,	O
place	PROC
some	O
cherry	O
jam	O
in	O
each	O
indentation	PROC
.	O
 
keep	O
dough	O
cool	PROC
.	O
 
if	O
it	O
warms	O
during	O
batches	O
chill	O
it	O
do	O
n't	O
work	O
with	O
warm	O
sticky	O
dough	O
 
bake	PROC
for	O
13	O
to	O
15	O
minutes	O
until	O
slightly	PROC
golden	PROC
.	O
 
cool	PROC
in	O
pans	O
5	O
minutes	O
then	O
transfer	PROC
to	O
racks	O
to	O
cool	PROC
completely	O
before	O
glazing	PROC
 
glaze	PROC
cookies	O
 
melt	PROC
semisweet	O
chocolate	O
,	O
just	O
until	O
smooth	O
.	O
 
drizzle	PROC
over	O
cooled	PROC
cookies	O
 
melt	PROC
white	O
chocolate	O
just	O
until	O
smooth	PROC
,	O
.	O
 
drizzle	PROC
over	O
cookies	O
.	O
 
let	O
cookies	O
sit	PROC
about	O
30	O
minutes	O
to	O
set	O
choclate	O
up	O
.	O
 
beat	PROC
together	O
the	O
egg	O
and	O
water	O
in	O
a	O
bowl	O
.	O
 
brush	PROC
the	O
puff	O
pastry	O
shells	O
with	O
the	O
egg	O
mixture	O
,	O
and	O
bake	PROC
shells	O
according	O
to	O
package	O
directions	O
.	O
 
melt	PROC
the	O
preserves	O
in	O
a	O
saucepan	O
over	O
low	PROC
heat	PROC
.	O
 
remove	PROC
from	O
heat	O
,	O
and	O
stir	PROC
in	O
the	O
strawberry	O
slices	O
.	O
 
in	O
a	O
food	O
processor	O
,	O
blend	PROC
the	O
kiwis	O
and	O
honey	O
until	O
smooth	PROC
.	O
 
in	O
a	O
large	O
bowl	O
,	O
beat	PROC
together	O
the	O
cream	O
and	O
sugar	O
until	O
stiff	PROC
peaks	PROC
form	O
.	O
 
fill	PROC
each	O
puff	O
pastry	O
shell	O
with	O
strawberries	O
,	O
drizzle	PROC
with	O
kiwi	O
sauce	O
,	O
and	O
top	PROC
with	O
whipped	O
cream	O
to	O
serve	O
.	O
 
preheat	PROC
oven	O
to	O
400	O
*	O
grease	PROC
or	O
paper	PROC
line	PROC
12	O
muffin	O
cups	O
,	O
or	O
6	O
jumbo	O
size	O
muffin	O
cups	O
.	O
 
combine	PROC
corn	O
meal	O
,	O
flour	O
,	O
sugar	O
,	O
wheat	O
germ	O
and	O
baking	O
powder	O
in	O
large	O
bowl	O
.	O
 
combine	PROC
milk	O
,	O
vegetable	O
oil	O
,	O
yogurt	O
,	O
egg	O
and	O
egg	O
white	O
in	O
small	O
bowl	O
,	O
stir	PROC
until	O
blended	PROC
.	O
 
add	PROC
to	O
corn	O
meal	O
mixture	O
,	O
stirring	PROC
just	O
until	O
moistened	PROC
.	O
 
gently	O
fold	PROC
in	O
blueberries	O
.	O
 
spoon	PROC
batter	O
into	O
prepared	O
muffin	O
cups	O
,	O
filling	O
3/4	O
full	O
.	O
 
bake	PROC
for	O
18	O
to	O
20	O
minutes	O
for	O
12	O
muffins	O
or	O
about	O
25	O
minutes	O
for	O
6	O
or	O
until	O
toothpick	O
inserted	PROC
comes	PROC
out	PROC
clean	PROC
.	O
 
cool	PROC
in	O
pan	O
on	O
wire	O
rack	O
for	O
5	O
minutes	O
,	O
remove	PROC
to	O
wire	O
rack	O
to	O
cool	PROC
slightly	O
.	O
 
preheat	PROC
oven	O
to	O
325	O
degrees	O
f	O
.	O
 
gather	PROC
the	O
ingredients	O
for	O
the	O
quick	O
bread	O
base	O
and	O
one	O
of	O
the	O
variations	O
.	O
 
coat	PROC
4	O
small	O
loaf	O
pans	O
with	O
vegetable	O
cooking	O
spray	O
.	O
 
combine	PROC
dry	O
ingredients	O
 
blend	PROC
well	O
and	O
set	O
aside	O
.	O
 
combine	PROC
wet	O
ingredients	O
 
blend	PROC
well	O
.	O
 
mix	PROC
together	O
wet	O
and	O
dry	O
ingredients	O
.	O
 
do	O
not	O
over	O
mix	PROC
.	O
 
distribute	PROC
batter	O
among	O
the	O
4	O
pans	O
,	O
and	O
bake	PROC
for	O
30	O
to	O
40	O
minutes	O
.	O
 
pour	PROC
the	O
water	O
into	O
a	O
large	O
bowl	O
.	O
 
dissolve	PROC
the	O
sugar	O
in	O
the	O
water	O
and	O
then	O
add	PROC
the	O
yeast	O
.	O
 
let	PROC
stand	PROC
for	O
about	O
10	O
minutes	O
until	O
bubbly	PROC
.	O
 
mix	PROC
in	O
1	O
cup	O
of	O
the	O
flour	O
and	O
mix	PROC
to	O
form	O
a	O
slurry	O
.	O
 
add	PROC
the	O
egg	O
,	O
oli	O
and	O
salt	O
and	O
mix	PROC
to	O
incorporate	O
into	O
the	O
mixture	O
.	O
 
gradually	PROC
add	PROC
more	O
flour	O
until	O
too	O
hard	O
to	O
stir	PROC
then	O
add	PROC
more	O
kneading	PROC
by	O
hand	O
until	O
you	O
have	O
a	O
very	O
slightly	O
sticky	PROC
ball	O
of	O
dough	O
.	O
 
turn	PROC
the	O
dough	O
out	O
onto	O
a	O
floured	O
surface	O
and	O
knead	PROC
for	O
about	O
5	O
to	O
10	O
minutes	O
until	O
the	O
dough	O
is	O
smooth	PROC
and	O
elastic	PROC
.	O
 
place	PROC
into	O
an	O
oiled	O
bowl	O
and	O
cover	PROC
with	O
a	O
damp	O
kitchen	O
towel	O
(	O
or	O
plastic	O
wrap	O
)	O
for	O
about	O
1	O
1/2	O
hours	O
or	O
until	O
it	O
has	O
doubled	O
in	O
volume	O
.	O
 
knead	PROC
the	O
dough	O
a	O
second	O
time	O
(	O
but	O
for	O
much	O
less	O
time	O
)	O
and	O
then	O
shape	PROC
into	O
loaves	O
.	O
 
i	O
divide	PROC
the	O
ball	O
into	O
two	O
,	O
then	O
each	O
half	O
into	O
three	O
and	O
braid	PROC
them	O
forming	O
two	O
braided	O
loaves	O
.	O
 
place	PROC
the	O
loaves	O
on	O
a	O
greased	O
cookie	O
sheet	O
or	O
baking	O
stone	O
and	O
cover	PROC
again	O
,	O
this	O
time	O
for	O
about	O
45	O
minutes	O
until	O
doubled	O
again	O
.	O
 
about	O
15	O
minutes	O
before	O
the	O
end	O
of	O
the	O
second	O
rise	O
,	O
preheat	PROC
the	O
oven	O
to	O
350	O
.	O
 
bake	PROC
for	O
22-25	O
minutes	O
or	O
until	O
they	O
sound	PROC
hollow	PROC
when	O
tapped	PROC
on	O
the	O
bottom	O
.	O
 
you	O
can	O
brush	PROC
the	O
loaves	O
with	O
an	O
egg	O
wash	O
and	O
coat	PROC
with	O
sesame	O
or	O
other	O
seeds	O
if	O
you	O
wish	O
or	O
leave	O
without	O
a	O
glaze	O
for	O
a	O
more	O
rustic	O
look	O
.	O
 
these	O
loves	O
are	O
always	O
the	O
hit	O
of	O
any	O
meal	O
!	O
 
enjoy	O
!	O
 
mix	PROC
honey	O
,	O
peanut	O
butter	O
,	O
and	O
cocoa	O
powder	O
.	O
 
spread	PROC
on	O
cracker	O
put	PROC
cracker	O
on	O
top	O
of	O
each	O
 
serve	O
i	O
hope	O
you	O
enjoy	O
!	O
 
boil	PROC
jars	O
and	O
flats	O
for	O
15	O
minutes	O
.	O
 
in	O
a	O
separate	O
pot	O
,	O
bring	PROC
your	O
vinegar	O
,	O
water	O
and	O
salt	O
to	O
a	O
boil	PROC
.	O
 
pack	PROC
okra	O
as	O
tightly	O
as	O
possible	O
into	O
pint	O
jars	O
.	O
 
add	PROC
the	O
garlic	O
,	O
dill	O
seed	O
and	O
a	O
pepper	O
to	O
each	O
jar	O
.	O
 
if	O
you	O
prefer	O
a	O
really	O
hot	O
pickled	O
okra	O
,	O
choose	O
your	O
peppers	O
accordingly	O
.	O
 
i	O
used	O
cayenne	O
peppers	O
because	O
i	O
liked	O
the	O
color	O
contrast	O
with	O
the	O
okra	O
and	O
i	O
thought	O
this	O
would	O
be	O
a	O
milder	O
pepper	O
.	O
 
i	O
removed	PROC
half	O
of	O
the	O
seeds	O
and	O
placed	PROC
the	O
pod	O
in	O
my	O
jar	O
of	O
okra	O
.	O
 
i	O
wanted	O
there	O
to	O
be	O
a	O
little	O
kick	O
to	O
my	O
okra	O
but	O
i	O
didnt	O
want	O
it	O
to	O
burn	O
my	O
mouth	O
.	O
 
once	O
the	O
jars	O
are	O
packed	PROC
,	O
pour	PROC
the	O
boiling	O
vinegar	O
solution	O
into	O
each	O
jar	O
,	O
leaving	O
1/4	O
inch	O
free	O
to	O
the	O
rim	O
.	O
 
place	PROC
the	O
flats	O
and	O
rings	O
on	O
the	O
jars	O
and	O
place	PROC
them	O
in	O
a	O
water	O
canner	O
.	O
 
i	O
used	O
a	O
pressure	O
canner	O
and	O
heated	PROC
it	O
to	O
5	O
lbs	O
.	O
 
of	O
pressure	O
for	O
10	O
minutes	O
before	O
removing	PROC
it	O
from	O
the	O
heat	O
.	O
 
when	O
the	O
pressure	O
has	O
gone	O
down	O
in	O
the	O
canner	O
,	O
carefully	O
remove	PROC
the	O
jars	O
and	O
set	PROC
them	O
in	O
an	O
out-of-the-way	O
place	O
.	O
 
they	O
will	O
need	O
to	O
sit	PROC
for	O
a	O
week	O
or	O
longer	O
if	O
you	O
can	O
wait	O
.	O
 
chill	O
and	O
enjoy	O
!	O
 
in	O
3-quart	O
saucepan	O
,	O
heat	PROC
broth	O
,	O
wine	O
,	O
and	O
water	O
to	O
boiling	O
.	O
 
in	O
4-quart	O
glass	O
bowl	O
,	O
microwave	PROC
butter	O
and	O
leeks	O
on	O
high	O
4	O
minutes	O
,	O
stirring	PROC
once	O
.	O
 
stir	PROC
in	O
rice	O
 
cook	PROC
1	O
minute	O
.	O
 
carefully	O
add	PROC
liquid	O
 
cover	PROC
and	O
microwave	PROC
at	O
50	O
percent	O
power	O
18	O
minutes	O
,	O
stirring	PROC
every	O
5	O
minutes	O
,	O
until	O
rice	O
is	O
just	O
tender	PROC
and	O
liquid	O
is	O
creamy	PROC
.	O
 
stir	PROC
in	O
parmesan	O
,	O
1	O
teaspoon	O
salt	O
,	O
and	O
1/8	O
teaspoon	O
black	O
pepper	O
.	O
 
spoon	PROC
risotto	O
into	O
6	O
shallow	O
bowls	O
.	O
 
garnish	PROC
with	O
parsley	O
.	O
 
mix	PROC
condensed	O
milk	O
and	O
white	O
chocolate	O
chips	O
and	O
microwave	PROC
for	O
3	O
minutes	O
 
stir	PROC
in	O
vanilla	O
extract	O
and	O
salt	O
 
add	PROC
crushed	O
candy	O
canes	O
 
let	O
sit	PROC
in	O
refrigerator	O
overnight	O
put	O
crushed	O
candy	O
canes	O
on	O
top	O
.	O
 
thaw	PROC
pastry	O
sheet	O
at	O
room	O
temperature	O
for	O
40	O
minutes	O
or	O
until	O
easy	O
to	O
handle	O
.	O
 
heat	PROC
oil	O
over	O
medium	PROC
heat	PROC
and	O
add	PROC
cumin	O
seed	O
,	O
cook	PROC
for	O
5	O
seconds	O
.	O
 
add	PROC
onion	O
and	O
fry	PROC
until	O
soft	O
.	O
 
add	PROC
carrot	O
and	O
chicken	O
,	O
fry	PROC
for	O
2-3	O
minutes	O
.	O
 
add	PROC
salt	O
,	O
ginger	O
,	O
garlic	O
,	O
jalapeno	O
,	O
pepper	O
and	O
chili	O
powder	O
and	O
stir	PROC
to	O
combine	O
and	O
soften	O
the	O
jalapeno	O
.	O
 
add	PROC
spring	O
onion	O
and	O
cook	PROC
2	O
minutes	O
over	O
medium-low	PROC
heat	PROC
.	O
 
remove	PROC
from	O
heat	O
and	O
let	PROC
mixture	O
cool	O
.	O
 
heat	PROC
oven	O
to	O
400	O
degree	O
f	O
.	O
 
lightly	O
grease	PROC
a	O
baking	O
sheet	O
or	O
line	PROC
with	O
parchment	O
paper	O
and	O
set	PROC
aside	O
.	O
 
unfold	PROC
pastry	O
sheet	O
on	O
lightly	O
floured	O
surface	O
.	O
 
use	O
a	O
rolling	O
pin	O
to	O
roll	PROC
it	O
flat	O
.	O
 
cut	PROC
sheet	O
into	O
9	O
squares	O
.	O
 
take	O
one	O
square	O
at	O
time	O
and	O
fill	PROC
with	O
1	O
tablespoon	O
of	O
chicken	O
mixture	O
and	O
seal	PROC
all	O
sides	O
.	O
 
make	PROC
a	O
small	O
cut	PROC
on	O
top	O
to	O
vent	O
steam	O
.	O
 
in	O
a	O
small	O
bowl	O
stir	PROC
egg	O
and	O
water	O
.	O
 
brush	PROC
chicken	O
puff	O
with	O
egg	O
mixture	O
.	O
 
bake	PROC
for	O
15-18	O
minutes	O
or	O
until	O
golden	PROC
.	O
 
add	PROC
oil	O
to	O
a	O
large	O
soup	O
pot	O
over	O
medium	PROC
high	PROC
heat	PROC
.	O
 
add	PROC
chopped	O
onion	O
,	O
celery	O
,	O
carrots	O
,	O
garlic	O
and	O
bell	O
pepper	O
.	O
 
cook	PROC
until	O
veggies	O
are	O
tender	PROC
,	O
stirring	PROC
often	O
.	O
 
now	O
add	PROC
the	O
frozen	O
veggies	O
(	O
for	O
soup	O
,	O
i	O
like	O
the	O
one	O
that	O
has	O
green	O
beans	O
,	O
carrots	O
,	O
corn	O
,	O
green	O
peas	O
and	O
lima	O
beans	O
)	O
,	O
beans	O
,	O
tomatoes	O
and	O
chicken	O
broth	O
.	O
 
stir	PROC
together	O
and	O
add	PROC
enough	O
water	O
to	O
fill	PROC
the	O
pot	O
as	O
much	O
as	O
you	O
would	O
like	O
.	O
 
(	O
note	O
:	O
if	O
at	O
some	O
point	O
you	O
think	O
the	O
soup	O
needs	O
more	O
chicken	O
flavor	O
,	O
you	O
can	O
add	PROC
granulated	O
or	O
cubed	O
chicken	O
bouillon	O
.	O
)	O
 
add	PROC
all	O
the	O
seasoning	O
,	O
bring	PROC
up	O
to	O
a	O
boil	PROC
,	O
cover	PROC
,	O
reduce	PROC
heat	O
to	O
low	O
and	O
allow	O
to	O
simmer	PROC
for	O
at	O
least	O
two	O
hours	O
,	O
stirring	PROC
occasionally	O
,	O
for	O
maximum	O
tastiness	O
!	O
 
about	O
30	O
minutes	O
or	O
so	O
before	O
serving	O
,	O
add	PROC
the	O
chicken	O
meat	O
.	O
 
at	O
this	O
point	O
,	O
taste	PROC
the	O
soup	O
and	O
adjust	PROC
any	O
seasonings	O
to	O
your	O
taste	PROC
.	O
 
remember	O
,	O
be	O
creative	O
and	O
add	PROC
your	O
own	O
favorite	O
veggies	O
or	O
seasonings	O
.	O
 
this	O
is	O
delicious	O
served	O
with	O
garlic	O
bread	O
or	O
just	O
crusty	O
bread	O
and	O
butter	O
.	O
 
in	O
medium	O
bowl	O
,	O
beat	PROC
together	O
cream	O
cheese	O
and	O
sugar	O
until	O
smooth	PROC
.	O
 
add	PROC
vanilla	O
,	O
zest	O
and	O
orange	O
juice	O
 
mix	PROC
thoroughly	O
.	O
 
chill	PROC
.	O
 
serve	PROC
with	O
assorted	O
fruit	O
.	O
 
chop	PROC
onions	O
in	O
pretty	O
big	O
pieces	O
,	O
heat	PROC
some	O
olive	O
oil	O
in	O
a	O
big	O
pot	O
and	O
let	O
the	O
onions	O
fry	PROC
on	O
high	O
heat	PROC
until	O
they	O
brown	PROC
a	O
little	O
bit	O
.	O
 
in	O
the	O
meantime	O
,	O
remove	PROC
the	O
core	O
from	O
the	O
peppers	O
and	O
cut	PROC
them	O
in	O
big	O
chunks	O
.	O
 
put	PROC
them	O
to	O
the	O
onions	O
and	O
fry	PROC
them	O
together	O
.	O
 
half	PROC
the	O
chili	O
peppers	O
,	O
remove	PROC
the	O
core	O
,	O
cut	PROC
halves	O
in	O
stripes	O
and	O
put	O
them	O
into	O
the	O
pot	O
.	O
 
put	PROC
in	O
the	O
soybeans	O
and	O
red	O
lentils	O
and	O
fry	O
everything	O
together	O
for	O
a	O
few	O
minutes	O
.	O
 
if	O
everything	O
is	O
well	O
fried	O
and	O
the	O
bottom	O
of	O
the	O
pot	O
beginns	O
to	O
brown	O
,	O
pour	PROC
in	O
the	O
beer/wine	O
.	O
 
let	O
it	O
reduce	PROC
for	O
about	O
3min	O
,	O
still	O
on	O
high	PROC
heat	PROC
.	O
 
reduce	PROC
the	O
heat	O
to	O
medium	PROC
and	O
pour	PROC
in	O
all	O
the	O
cans	O
(	O
no	O
need	O
to	O
strain	O
)	O
and	O
put	PROC
in	O
all	O
spices	O
.	O
 
dissolve	PROC
the	O
chocolate	O
into	O
the	O
pot	O
and	O
mix	PROC
thoroughly	O
.	O
 
let	O
everything	O
simmer	PROC
for	O
about	O
1h	O
with	O
no	O
lid	O
,	O
check	PROC
regularly	O
to	O
mix	PROC
well	O
because	O
it	O
tends	O
to	O
scorch	O
-	O
rule	O
of	O
thumb	O
:	O
the	O
longer	O
it	O
sits	O
on	O
the	O
stove	O
>	O
the	O
thicker	O
it	O
gets	O
>	O
the	O
lower	O
the	O
heat	O
should	O
be	O
.	O
 
it	O
's	O
done	O
,	O
when	O
the	O
consistency	O
is	O
n't	O
runny	PROC
anymore	O
.	O
 
serve	PROC
chili	O
with	O
guacamole	O
,	O
slices	O
of	O
chili	O
peppers	O
and	O
fresh	O
bread	O
(	O
gluten-free	O
when	O
needed	O
)	O
.	O
 
combine	PROC
the	O
paprika	O
,	O
salt	O
,	O
ground	O
cinnamon	O
,	O
cumin	O
and	O
pepper	O
in	O
a	O
ziploc	O
bag	O
.	O
 
add	PROC
chicken	O
pieces	O
and	O
coat	PROC
evenly	O
.	O
 
in	O
a	O
skillet	O
over	O
medium	PROC
heat	PROC
cook	PROC
chicken	O
until	O
thoroughly	O
done	O
